19	1784	1
36	1250	1
37	1587	1
37	2120	1
39	1805	1
39	1363	1
40	1805	1
64	2152	1
65	2498	1
85	2620	1
88	2153	1
92	2376	1
101	2283	1
106	2713	1
107	2445	1
118	521	1
137	1157	1
137	2276	1
137	683	1
147	2159	1
147	1483	1
156	1417	1
156	2600	1
156	2549	1
156	2581	1
158	1419	1
158	635	1
166	1979	1
181	2112	1
181	1715	1
184	2008	1
206	2427	1
227	329	1
246	2438	1
246	2627	1
255	1805	1
265	253	1
267	1587	1
275	1805	1
275	1483	1
277	1612	1
277	1914	1
277	2201	1
291	667	1
291	1583	1
306	2620	1
309	348	1
310	349	1
310	306	1
310	348	1
310	309	1
310	312	1
312	306	1
331	1805	1
341	2688	1
341	1561	1
341	1935	1
341	1647	1
341	521	1
348	312	1
349	348	1
349	1162	1
350	2321	1
350	50	1
363	434	1
388	2177	1
404	2662	1
421	2120	1
424	499	1
433	1715	1
434	713	1
435	2181	1
436	1574	1
439	1853	1
439	2331	1
442	2688	1
453	1935	1
453	2549	1
461	2161	1
467	1510	1
467	1438	1
476	551	1
484	153	1
499	1636	1
510	2161	1
516	1853	1
521	667	1
521	2568	1
532	439	1
534	1432	1
537	1534	1
539	1327	1
539	1438	1
548	2200	1
551	2126	1
551	1423	1
557	1081	1
564	2223	1
575	1719	1
583	1568	1
591	843	1
593	1682	1
594	2204	1
606	2688	1
606	2056	1
606	532	1
610	1853	1
610	1844	1
610	1516	1
611	1682	1
612	2148	1
612	2581	1
613	2620	1
625	1647	1
660	450	1
661	526	1
661	1414	1
665	1327	1
665	2120	1
667	1251	1
672	2049	1
673	1931	1
673	2557	1
678	1253	1
678	1098	1
678	2549	1
683	2438	1
689	1587	1
689	1250	1
689	1202	1
689	1899	1
690	2056	1
695	1327	1
695	873	1
695	1914	1
697	742	1
707	1667	1
707	1510	1
709	1628	1
709	667	1
711	1497	1
718	1392	1
732	2713	1
732	1064	1
733	1278	1
737	1805	1
744	2048	1
749	2627	1
749	2475	1
755	1568	1
755	1423	1
755	2120	1
755	2627	1
761	192	1
761	510	1
761	2229	1
765	1844	1
770	2568	1
771	2627	1
777	1929	1
782	1535	1
782	2201	1
783	2272	1
783	1689	1
799	2438	1
