1641	1193	3
1723	877	1
2120	570	3
2336	2643	1
2288	1820	3
1591	2622	1
2303	1965	1
2051	1295	1
2550	2706	4
1602	2607	1
1222	2232	1
570	84	2
1811	1972	1
1853	148	1
1751	1226	1
661	1424	6
1209	732	1
1873	2160	3
1230	2662	8
2366	1318	1
1995	2647	2
210	9	1
2253	722	1
830	436	1
1680	421	1
583	2085	1
1465	2659	1
452	1479	1
1787	1680	1
1225	2627	1
173	2583	1
799	2076	1
696	1523	1
591	2159	2
1507	2070	3
2662	1523	1
1854	1712	1
478	2509	1
1583	2533	2
429	1429	1
2502	1571	2
1620	1763	3
277	1231	1
2381	929	5
1369	467	6
1261	2231	1
1718	1844	2
2370	437	1
2711	1451	1
997	1213	3
2700	1281	1
308	2164	5
2303	585	2
1932	1239	2
834	1788	4
1413	707	1
521	1063	1
2147	851	1
2381	1898	1
1373	2632	4
2466	2240	1
591	1288	1
286	1561	2
683	834	2
2109	1723	5
2261	1206	3
2685	1923	1
2641	2108	1
1255	2711	1
1331	2476	1
2674	1298	2
1873	1199	3
1246	987	1
535	1792	1
1261	2094	5
2336	2502	1
1217	209	1
1963	1851	6
1508	1885	2
695	568	2
277	2120	1
2406	2250	1
2160	1801	5
19	2223	1
1829	1427	1
1991	925	1
2065	1323	1
1192	1125	2
1992	1251	1
732	1231	1
2298	2229	4
673	2687	1
2568	2109	3
593	2613	3
2303	2535	1
1611	2440	3
1683	1363	1
249	2620	1
1404	1986	3
1535	1381	2
1628	661	3
1320	1904	2
1157	1999	1
2404	1449	1
2297	495	1
1571	1195	3
1585	2161	2
1800	865	1
2611	1660	2
1637	2275	1
2477	2370	1
1555	2535	1
1315	926	3
2111	1949	1
1246	2173	2
2617	1405	1
2478	2472	1
1801	1521	1
2611	1536	2
2573	1678	1
2223	667	1
2020	2613	6
1293	1528	1
2632	435	1
803	1935	2
1631	843	3
1885	1583	2
1943	1362	2
859	153	1
1414	1979	1
2277	1765	2
741	1250	3
2282	2455	2
1529	1784	2
1815	1563	1
1961	1583	2
2387	1987	1
2177	2498	1
2283	2690	1
1479	348	1
2587	761	2
1323	489	1
727	1499	10
2466	2254	2
1443	2164	1
2141	2299	2
732	2261	1
2283	246	1
1930	317	1
1297	2407	2
673	2235	1
2674	829	1
2201	2223	1
1963	2640	2
2076	34	2
2010	1788	1
925	1030	2
136	39	1
832	36	1
1873	1543	1
2348	2028	1
2705	1873	1
2679	2647	1
2683	1833	2
835	1331	1
1578	1249	5
1599	2652	1
1479	1666	1
2221	2112	1
2558	657	1
151	513	2
1125	2218	5
1806	2316	1
2213	2032	1
2259	1415	1
734	334	1
1089	2181	1
411	513	3
2613	1154	1
683	2032	1
1226	1719	9
1186	1637	2
1769	1663	1
722	2032	1
1253	1304	2
2627	1437	1
1373	2641	4
2051	1393	1
2109	2655	1
683	1271	1
657	1392	2
2708	1499	4
1276	2676	6
2622	1427	1
171	1741	1
209	1162	2
2408	310	1
2213	1507	1
312	2583	1
1755	2543	1
851	1237	1
2718	1982	1
1230	1355	1
1954	2605	2
2686	2295	1
436	85	1
2053	2145	2
1455	735	3
1276	2280	2
1535	511	3
2213	1955	1
1451	501	1
878	690	3
2020	1813	1
510	570	1
453	2486	2
585	2099	14
1048	2687	1
2652	1666	2
1196	1747	1
2044	1780	1
2140	2688	1
1392	1195	1
1562	1954	2
1219	1309	1
1480	1517	1
1909	1429	4
1904	2429	1
1885	2170	1
1459	2615	1
1124	426	3
1645	566	1
1529	1101	1
843	1877	6
1581	2659	1
1530	697	1
1703	2313	1
1982	2123	1
1391	1829	1
1995	877	1
1612	577	1
1680	2509	1
859	1237	3
2640	2625	1
1930	435	1
1298	1637	7
2395	1769	2
2711	147	1
657	2166	3
1536	473	1
2713	2478	5
597	1680	8
2605	1231	2
1688	133	2
2064	84	1
2063	1093	1
442	1703	1
1405	1683	7
1246	2402	3
1703	2217	2
2707	1314	3
513	2373	1
1089	2199	2
1609	2223	1
2381	2044	1
697	1459	1
735	1479	1
1590	1898	1
1501	1854	1
1449	2141	8
2407	774	1
2468	1070	1
106	1628	4
557	1086	1
697	835	1
495	2713	1
473	1291	1
1387	426	6
1703	1393	3
2099	332	2
1562	1614	1
2519	1413	4
2277	2018	4
2381	2229	6
913	1196	1
1628	2582	4
2655	2034	1
2468	2683	6
2346	2581	1
878	452	1
1373	1163	2
691	1372	2
2479	1208	1
1313	1766	2
2213	2299	1
1719	606	1
166	859	1
707	1867	1
1235	214	1
2338	2004	1
1030	859	1
1880	2363	1
286	2535	1
1747	782	1
1885	1253	1
829	850	1
2299	1388	1
1124	513	1
997	2010	1
2283	1765	1
2466	1207	1
2704	665	1
2145	2085	1
2476	1536	1
1255	1682	1
2225	1581	1
2613	2137	10
2618	513	6
588	1507	1
2260	507	1
1741	1808	7
243	311	1
1530	1125	7
1510	2490	2
945	106	1
2259	672	1
1499	1085	1
690	1354	1
2557	1938	1
36	1063	1
2044	1253	1
1860	1602	1
2257	1456	1
2348	2145	1
39	2145	1
1240	1419	1
512	2459	1
1991	1450	1
2160	2600	5
495	547	5
2162	2717	1
2099	926	1
2229	2313	3
1309	2617	1
1357	770	1
1413	2481	3
1631	1796	2
1800	2668	1
1979	2320	1
1608	1085	1
1441	1195	1
1304	1237	3
2363	1999	1
1645	2190	2
2653	2713	3
1355	426	1
1796	2065	1
473	2573	1
1936	2710	1
1213	173	1
2342	478	4
2166	1873	4
2033	2120	1
1802	1801	1
2468	436	7
2511	2072	1
153	2610	2
1219	495	2
774	2044	1
2066	37	12
1425	1298	2
1576	2618	7
1766	2065	1
1800	1867	4
2302	214	1
2072	2258	2
2223	1689	3
1521	2219	1
436	2235	9
1637	606	2
1866	1541	2
2468	2181	4
230	1312	1
467	1320	4
488	1769	1
2224	1900	1
2126	2650	1
1154	453	4
2702	2407	1
1808	2072	1
1418	2057	1
2288	2281	4
873	2120	1
2076	1464	1
1706	488	2
1570	1230	3
1719	1278	3
2155	2560	2
913	2653	1
1234	2407	7
421	153	1
1637	1507	4
1583	1613	2
2308	2659	3
2048	1541	1
2476	1692	1
2702	2159	1
1163	2095	2
1226	1853	2
2597	1581	1
1918	501	6
2145	1095	2
1524	929	2
2478	2558	6
2676	1372	9
153	657	2
2066	1921	1
2108	1413	1
2406	2295	1
1689	1666	2
2205	426	7
1504	1965	1
2072	1392	1
1571	39	1
2690	1427	1
1571	1954	2
1808	1713	2
1372	34	15
1355	2288	1
1530	859	2
1808	2678	1
317	2710	1
1535	1298	2
2303	2599	1
1373	2056	1
1530	770	1
1267	1680	4
1231	1237	6
2500	1993	11
118	1982	1
1337	484	2
1620	878	3
1913	1286	1
718	991	1
1860	1826	4
878	1584	1
1193	1780	4
521	1719	2
2274	1480	1
2281	2557	1
1637	2478	18
1225	1913	1
2466	547	1
1808	2111	2
1221	9	2
2557	147	1
2490	2164	4
1468	913	2
1815	2126	1
2372	1320	3
277	2689	1
2477	17	1
2225	153	2
1297	2709	1
2622	2426	2
1954	1826	2
1584	2683	1
399	36	1
646	2504	1
2189	2560	1
1413	1931	6
2450	2177	1
1239	2031	1
1854	1276	2
2583	1260	5
1192	1479	3
2614	2582	2
2618	1645	29
2611	426	16
2346	2640	2
1493	2498	3
453	1240	2
1979	2282	1
1712	478	1
495	2072	2
2039	2046	1
1541	2563	2
1483	2345	1
2109	2668	2
2411	1877	9
209	1236	1
1212	1520	1
2213	1852	3
1811	1795	1
2600	2644	1
84	2350	2
2162	2107	2
1751	1913	1
153	5	2
535	1545	1
1528	1423	2
2588	2613	3
34	1206	3
2045	1931	3
2298	1281	1
1934	2217	1
1246	507	1
2646	1987	5
1956	1429	5
2192	275	1
2106	2120	1
2668	2190	2
1459	897	1
2660	2659	1
945	2463	1
2550	673	3
1231	1313	1
2275	2257	1
152	1333	1
2381	1318	3
1387	575	3
2007	1193	3
1388	2627	1
513	2647	2
2358	1278	1
1964	1801	4
2173	151	4
2296	1381	1
1943	1723	1
1386	843	1
548	1794	1
1422	1217	1
1859	1208	1
911	426	1
2395	2489	1
925	151	1
1504	1612	1
1513	2611	2
2406	501	1
1255	913	1
2560	661	1
2646	2313	1
2046	2221	2
2485	1424	1
610	1788	2
1991	2533	3
2148	843	2
1510	585	9
2557	1581	1
1413	1529	2
1987	1747	6
1688	1294	1
1993	2053	2
1369	1828	1
1344	740	2
1240	2490	1
1261	1664	2
1867	1563	4
437	1913	3
2713	2257	2
455	2181	1
473	122	3
1030	1488	1
2468	441	3
2666	1562	1
2147	2267	1
1857	1933	1
1147	2583	2
331	661	1
2370	241	2
1529	2000	1
1440	1780	1
1918	756	3
610	419	1
2560	1417	5
2660	2181	1
2111	1536	1
1504	1987	2
1304	17	1
2695	2498	1
1723	2126	1
1199	525	1
1772	1766	1
525	507	1
2094	1261	5
761	929	3
2159	507	6
1411	2094	1
2690	2032	1
1221	2662	2
1992	2316	1
2624	2411	2
1938	1208	1
1718	2582	4
151	2539	2
1528	1157	1
2526	2543	1
1298	2429	3
152	1347	1
1480	2502	2
156	1990	1
2449	2329	2
2299	2363	3
1709	929	3
1961	1963	1
1844	1298	6
1873	2406	1
1844	2566	2
2625	2407	2
241	711	1
19	1312	1
2321	2190	1
1373	2213	1
1763	1219	3
2000	2303	2
661	2333	3
570	1718	1
1887	1468	1
548	1602	1
2607	1900	2
1297	429	1
1578	2313	2
1237	1255	1
1851	1990	5
735	1535	2
2011	1899	1
1680	843	7
2619	1719	2
467	2662	3
2678	878	1
1005	1866	1
2518	1087	1
1838	2468	1
2666	1614	1
2632	2137	3
1992	997	1
2566	878	6
1935	1955	3
2044	1505	1
2094	1318	2
1174	1193	2
1256	1411	1
585	1751	4
1391	1309	1
1340	1959	1
435	1668	1
1683	2336	1
527	2708	2
1370	1070	2
2313	2039	1
277	711	1
547	2048	2
1242	2281	1
2072	1206	7
1502	1931	1
507	2053	2
2223	286	1
210	1614	1
85	2031	3
944	1225	2
1376	733	1
1811	1249	1
2126	1620	4
1483	2635	2
1574	2223	1
2407	1364	2
678	1030	1
1852	2039	1
2582	1683	3
2000	2190	1
2204	1602	1
1628	755	1
741	2583	1
1992	2539	1
1464	657	1
2048	1479	1
2333	513	2
1086	467	1
2164	2516	1
1210	1278	1
2046	1405	2
2031	2163	1
735	19	3
1718	2588	3
1089	709	1
1260	2564	1
2665	2161	1
2707	1336	5
2479	1826	1
2120	2109	1
2345	929	1
1507	1504	1
520	1538	1
1541	1571	1
1844	1972	3
1792	511	1
1415	2668	1
2266	1800	1
34	1386	1
2327	275	1
997	1086	1
926	1612	1
1586	2099	1
2644	925	1
1230	1840	1
2070	2675	1
341	1817	1
2096	2625	1
2153	843	1
2597	1935	1
1933	1620	1
585	1167	1
2653	1362	1
1449	2162	3
1866	987	1
1667	484	9
1838	1899	1
1795	2706	1
2469	535	1
2704	1499	6
1404	334	1
1236	1833	1
1280	2296	1
436	2570	6
2711	1333	6
1817	1860	2
1637	2593	1
929	1236	5
2489	453	1
2511	1369	1
1049	1815	1
1318	171	1
1866	1528	5
1265	1217	7
511	1860	1
528	2618	11
2147	147	1
1628	1563	1
1089	1954	1
1755	2618	1
1261	2381	1
1185	2683	1
1965	2259	2
2560	1441	1
1064	2146	1
1783	929	6
754	2704	4
1239	2217	5
1363	1862	1
453	2224	2
2605	1689	1
1417	1315	2
2689	1499	6
1766	2688	1
1369	1323	1
1340	2608	1
813	2046	1
9	2672	3
2316	2007	1
527	1706	2
1963	2008	3
2594	2111	3
1530	1585	3
2497	2597	1
1899	2566	4
1372	421	3
1193	1529	2
1801	2329	1
331	2161	1
1199	1024	1
1908	2683	1
2682	2164	15
419	37	3
1754	1373	1
1680	1428	1
2015	2605	2
741	1444	1
1391	2109	2
